Wikidata_URI	DBpedia15_URI	DBpedia16_URI	label
http://www.wikidata.org/entity/Q2813	http://dbpedia.org/resource/Coca-Cola	http://dbpedia.org/resource/Coca-Cola	Coca-Cola
http://www.wikidata.org/entity/Q173395	http://dbpedia.org/resource/Cisco_Systems	http://dbpedia.org/resource/Cisco_Systems	Cisco Systems
http://www.wikidata.org/entity/Q166637	http://dbpedia.org/resource/Munich_Re	http://dbpedia.org/resource/Munich_Re	Munich Re
	http://dbpedia.org/resource/Merck_&_Co.	http://dbpedia.org/resource/Merck_&_Co	Merck & Co
	http://dbpedia.org/resource/Ping_An_Insurance	http://dbpedia.org/resource/Ping_An_Insurance_Group	Ping An Insurance Group
	http://dbpedia.org/resource/Scotiabank	http://dbpedia.org/resource/Bank_of_Nova_Scotia	Bank of Nova Scotia
	http://dbpedia.org/resource/Nissan	http://dbpedia.org/resource/Nissan_Motor	Nissan Motor
	http://dbpedia.org/resource/Honda	http://dbpedia.org/resource/Honda_Motor	Honda Motor
http://www.wikidata.org/entity/Q294064	http://dbpedia.org/resource/Vale	http://dbpedia.org/resource/Vale	Vale
http://www.wikidata.org/entity/Q334800	http://dbpedia.org/resource/PepsiCo	http://dbpedia.org/resource/PepsiCo	PepsiCo
	http://dbpedia.org/resource/Hyundai_Motor_Company	http://dbpedia.org/resource/Hyundai_Motor	Hyundai Motor
http://www.wikidata.org/entity/Q2103926	http://dbpedia.org/resource/UnitedHealth_Group	http://dbpedia.org/resource/UnitedHealth_Group	UnitedHealth Group
	http://dbpedia.org/resource/United_Technologies_Corporation	http://dbpedia.org/resource/United_Technologies	United Technologies
	http://dbpedia.org/resource/SABIC	http://dbpedia.org/resource/Saudi_Basic_Industries	Saudi Basic Industries
http://www.wikidata.org/entity/Q13416787	http://dbpedia.org/resource/GDF_Suez	http://dbpedia.org/resource/GDF_Suez	GDF Suez
http://www.wikidata.org/entity/Q66	http://dbpedia.org/resource/Boeing	http://dbpedia.org/resource/Boeing	Boeing
http://www.wikidata.org/entity/Q81825	http://dbpedia.org/resource/Caterpillar	http://dbpedia.org/resource/Caterpillar	Caterpillar
http://www.wikidata.org/entity/Q548278	http://dbpedia.org/resource/Standard_Chartered	http://dbpedia.org/resource/Standard_Chartered	Standard Chartered
http://www.wikidata.org/entity/Q270223	http://dbpedia.org/resource/E.ON	http://dbpedia.org/resource/E.ON	E.ON
http://www.wikidata.org/entity/Q1073327	http://dbpedia.org/resource/China_Merchants_Bank	http://dbpedia.org/resource/China_Merchants_Bank	China Merchants Bank
http://www.wikidata.org/entity/Q217123	http://dbpedia.org/resource/Oracle	http://dbpedia.org/resource/Oracle	Oracle
http://www.wikidata.org/entity/Q157062	http://dbpedia.org/resource/Unilever	http://dbpedia.org/resource/Unilever	Unilever
	http://dbpedia.org/resource/CVS_Health	http://dbpedia.org/resource/CVS_Caremark	CVS Caremark
http://www.wikidata.org/entity/Q487494	http://dbpedia.org/resource/Tesco	http://dbpedia.org/resource/Tesco	Tesco
	http://dbpedia.org/resource/China_Life_Insurance_Company	http://dbpedia.org/resource/China_Life_Insurance	China Life Insurance
	http://dbpedia.org/resource/Minsheng_Banking_Corp	http://dbpedia.org/resource/China_Minsheng_Banking	China Minsheng Banking
http://www.wikidata.org/entity/Q8704	http://dbpedia.org/resource/Walt_Disney	http://dbpedia.org/resource/Walt_Disney	Walt Disney
http://www.wikidata.org/entity/Q194360	http://dbpedia.org/resource/American_Express	http://dbpedia.org/resource/American_Express	American Express
	http://dbpedia.org/resource/Mitsubishi_Corporation	http://dbpedia.org/resource/Mitsubishi_Corp	Mitsubishi Corp
	http://dbpedia.org/resource/China_National_Offshore_Oil_Corporation	http://dbpedia.org/resource/Cnooc	Cnooc
http://www.wikidata.org/entity/Q212322	http://dbpedia.org/resource/GlaxoSmithKline	http://dbpedia.org/resource/GlaxoSmithKline	GlaxoSmithKline
	http://dbpedia.org/resource/Foxconn	http://dbpedia.org/resource/Hon_Hai_Precision	Hon Hai Precision
http://www.wikidata.org/entity/Q1282130	http://dbpedia.org/resource/Ecopetrol	http://dbpedia.org/resource/Ecopetrol	Ecopetrol
	http://dbpedia.org/resource/China_Shenhua_Energy_Company	http://dbpedia.org/resource/China_Shenhua_Energy	China Shenhua Energy
	http://dbpedia.org/resource/U.S._Bancorp	http://dbpedia.org/resource/US_Bancorp	US Bancorp
http://www.wikidata.org/entity/Q53238	http://dbpedia.org/resource/Hitachi	http://dbpedia.org/resource/Hitachi	Hitachi
	http://dbpedia.org/resource/Nordea	http://dbpedia.org/resource/Nordea_Bank	Nordea Bank
http://www.wikidata.org/entity/Q1425316	http://dbpedia.org/resource/Schlumberger	http://dbpedia.org/resource/Schlumberger	Schlumberger
http://www.wikidata.org/entity/Q152051	http://dbpedia.org/resource/Bayer	http://dbpedia.org/resource/Bayer	Bayer
http://www.wikidata.org/entity/Q908931	http://dbpedia.org/resource/Reliance_Industries	http://dbpedia.org/resource/Reliance_Industries	Reliance Industries
http://www.wikidata.org/entity/Q607131	http://dbpedia.org/resource/MetLife	http://dbpedia.org/resource/MetLife	MetLife
http://www.wikidata.org/entity/Q306764	http://dbpedia.org/resource/Abbott_Laboratories	http://dbpedia.org/resource/Abbott_Laboratories	Abbott Laboratories
http://www.wikidata.org/entity/Q1437502	http://dbpedia.org/resource/Iberdrola	http://dbpedia.org/resource/Iberdrola	Iberdrola
	http://dbpedia.org/resource/Mitsui_&_Co.	http://dbpedia.org/resource/Mitsui_&_Co	Mitsui & Co
http://www.wikidata.org/entity/Q605565	http://dbpedia.org/resource/Swiss_Re	http://dbpedia.org/resource/Swiss_Re	Swiss Re
	http://dbpedia.org/resource/China_CITIC_Bank	http://dbpedia.org/resource/China_Citic_Bank	China Citic Bank
	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/Home_Depot	Home Depot
http://www.wikidata.org/entity/Q1656230	http://dbpedia.org/resource/Phillips_66	http://dbpedia.org/resource/Phillips_66	Phillips 66
http://www.wikidata.org/entity/Q806693	http://dbpedia.org/resource/Bank_of_Montreal	http://dbpedia.org/resource/Bank_of_Montreal	Bank of Montreal
	http://dbpedia.org/resource/Credit_Suisse	http://dbpedia.org/resource/Credit_Suisse_Group	Credit Suisse Group
http://www.wikidata.org/entity/Q467752	http://dbpedia.org/resource/Verizon_Communications	http://dbpedia.org/resource/Verizon_Communications	Verizon Communications
	http://dbpedia.org/resource/EADS	http://dbpedia.org/resource/EADS	EADS
http://www.wikidata.org/entity/Q1340361	http://dbpedia.org/resource/State_Bank_of_India	http://dbpedia.org/resource/State_Bank_of_India	State Bank of India
http://www.wikidata.org/entity/Q14289857	http://dbpedia.org/resource/News_Corp	http://dbpedia.org/resource/News_Corp	News Corp
http://www.wikidata.org/entity/Q15805	http://dbpedia.org/resource/Hutchison_Whampoa	http://dbpedia.org/resource/Hutchison_Whampoa	Hutchison Whampoa
http://www.wikidata.org/entity/Q1073540	http://dbpedia.org/resource/China_Telecom	http://dbpedia.org/resource/China_Telecom	China Telecom
	http://dbpedia.org/resource/Capital_One	http://dbpedia.org/resource/Capital_One_Financial	Capital One Financial
	http://dbpedia.org/resource/Repsol	http://dbpedia.org/resource/Repsol_YPF	Repsol YPF
http://www.wikidata.org/entity/Q1516410	http://dbpedia.org/resource/Suncor_Energy	http://dbpedia.org/resource/Suncor_Energy	Suncor Energy
	http://dbpedia.org/resource/Industrial_bank	http://dbpedia.org/resource/Industrial_Bank	Industrial Bank
	http://dbpedia.org/resource/PTT_Public_Company_Limited	http://dbpedia.org/resource/PTT_PCL	PTT PCL
	http://dbpedia.org/resource/Enel	http://dbpedia.org/resource/ENEL	ENEL
http://www.wikidata.org/entity/Q230479	http://dbpedia.org/resource/Target	http://dbpedia.org/resource/Target	Target
	http://dbpedia.org/resource/SoftBank	http://dbpedia.org/resource/Softbank	Softbank
http://www.wikidata.org/entity/Q731938	http://dbpedia.org/resource/AstraZeneca	http://dbpedia.org/resource/AstraZeneca	AstraZeneca
http://www.wikidata.org/entity/Q2013357	http://dbpedia.org/resource/Occidental_Petroleum	http://dbpedia.org/resource/Occidental_Petroleum	Occidental Petroleum
http://www.wikidata.org/entity/Q1852556	http://dbpedia.org/resource/Philip_Morris_International	http://dbpedia.org/resource/Philip_Morris_International	Philip Morris International
http://www.wikidata.org/entity/Q191715	http://dbpedia.org/resource/Time_Warner	http://dbpedia.org/resource/Time_Warner	Time Warner
	http://dbpedia.org/resource/UniCredit	http://dbpedia.org/resource/UniCredit_Group	UniCredit Group
http://www.wikidata.org/entity/Q1652574	http://dbpedia.org/resource/Manulife_Financial	http://dbpedia.org/resource/Manulife_Financial	Manulife Financial
	http://dbpedia.org/resource/Glencore	http://dbpedia.org/resource/Glencore_International	Glencore International
	http://dbpedia.org/resource/ABB_Group	http://dbpedia.org/resource/ABB	ABB
	http://dbpedia.org/resource/TNK-BP	http://dbpedia.org/resource/TNK-BP_Holding	TNK-BP Holding
http://www.wikidata.org/entity/Q856411	http://dbpedia.org/resource/British_American_Tobacco	http://dbpedia.org/resource/British_American_Tobacco	British American Tobacco
	http://dbpedia.org/resource/Canadian_Imperial_Bank_of_Commerce	http://dbpedia.org/resource/Canadian_Imperial_Bank	Canadian Imperial Bank
http://www.wikidata.org/entity/Q357706	http://dbpedia.org/resource/Vinci	http://dbpedia.org/resource/Vinci	Vinci
http://www.wikidata.org/entity/Q795933	http://dbpedia.org/resource/BG_Group	http://dbpedia.org/resource/BG_Group	BG Group
http://www.wikidata.org/entity/Q544847	http://dbpedia.org/resource/Qualcomm	http://dbpedia.org/resource/Qualcomm	Qualcomm
http://www.wikidata.org/entity/Q38928	http://dbpedia.org/resource/PNC_Financial_Services	http://dbpedia.org/resource/PNC_Financial_Services	PNC Financial Services
http://www.wikidata.org/entity/Q910401	http://dbpedia.org/resource/SAIC_Motor	http://dbpedia.org/resource/SAIC_Motor	SAIC Motor
http://www.wikidata.org/entity/Q908144	http://dbpedia.org/resource/Wesfarmers	http://dbpedia.org/resource/Wesfarmers	Wesfarmers
	http://dbpedia.org/resource/Orange_S.A.	http://dbpedia.org/resource/France_Telecom	France Telecom
http://www.wikidata.org/entity/Q768231	http://dbpedia.org/resource/Express_Scripts	http://dbpedia.org/resource/Express_Scripts	Express Scripts
http://www.wikidata.org/entity/Q717093	http://dbpedia.org/resource/Itochu	http://dbpedia.org/resource/Itochu	Itochu
http://www.wikidata.org/entity/Q6686	http://dbpedia.org/resource/Renault	http://dbpedia.org/resource/Renault	Renault
	http://dbpedia.org/resource/Honeywell	http://dbpedia.org/resource/Honeywell_International	Honeywell International
http://www.wikidata.org/entity/Q1967261	http://dbpedia.org/resource/National_Grid	http://dbpedia.org/resource/National_Grid	National Grid
http://www.wikidata.org/entity/Q38076	http://dbpedia.org/resource/McDonald's	http://dbpedia.org/resource/McDonald's	McDonald's
http://www.wikidata.org/entity/Q1123301	http://dbpedia.org/resource/Canon	http://dbpedia.org/resource/Canon	Canon
http://www.wikidata.org/entity/Q2645636	http://dbpedia.org/resource/Allstate	http://dbpedia.org/resource/Allstate	Allstate
	http://dbpedia.org/resource/POSCO	http://dbpedia.org/resource/Posco	Posco
http://www.wikidata.org/entity/Q1683452	http://dbpedia.org/resource/Jardine_Matheson	http://dbpedia.org/resource/Jardine_Matheson	Jardine Matheson
http://www.wikidata.org/entity/Q26311	http://dbpedia.org/resource/Aflac	http://dbpedia.org/resource/Aflac	Aflac
http://www.wikidata.org/entity/Q680776	http://dbpedia.org/resource/Surgutneftegas	http://dbpedia.org/resource/Surgutneftegas	Surgutneftegas
http://www.wikidata.org/entity/Q4995	http://dbpedia.org/resource/SABMiller	http://dbpedia.org/resource/SABMiller	SABMiller
	http://dbpedia.org/resource/Union_Pacific_Railroad	http://dbpedia.org/resource/Union_Pacific	Union Pacific
http://www.wikidata.org/entity/Q157645	http://dbpedia.org/resource/Deutsche_Post	http://dbpedia.org/resource/Deutsche_Post	Deutsche Post
http://www.wikidata.org/entity/Q898568	http://dbpedia.org/resource/Japan_Tobacco	http://dbpedia.org/resource/Japan_Tobacco	Japan Tobacco
http://www.wikidata.org/entity/Q470517	http://dbpedia.org/resource/Amgen	http://dbpedia.org/resource/Amgen	Amgen
http://www.wikidata.org/entity/Q159433	http://dbpedia.org/resource/3M	http://dbpedia.org/resource/3M	3M
	http://dbpedia.org/resource/Dow_Chemical_Company	http://dbpedia.org/resource/Dow_Chemical	Dow Chemical
	http://dbpedia.org/resource/The_Bank_of_New_York_Mellon	http://dbpedia.org/resource/Bank_of_New_York_Mellon	Bank of New York Mellon
http://www.wikidata.org/entity/Q159694	http://dbpedia.org/resource/Christian_Dior	http://dbpedia.org/resource/Christian_Dior	Christian Dior
http://www.wikidata.org/entity/Q1283291	http://dbpedia.org/resource/Valero_Energy	http://dbpedia.org/resource/Valero_Energy	Valero Energy
http://www.wikidata.org/entity/Q1264404	http://dbpedia.org/resource/Duke_Energy	http://dbpedia.org/resource/Duke_Energy	Duke Energy
http://www.wikidata.org/entity/Q971946	http://dbpedia.org/resource/KDDI	http://dbpedia.org/resource/KDDI	KDDI
http://www.wikidata.org/entity/Q721162	http://dbpedia.org/resource/Telstra	http://dbpedia.org/resource/Telstra	Telstra
	http://dbpedia.org/resource/Anthem_Inc.	http://dbpedia.org/resource/WellPoint	WellPoint
http://www.wikidata.org/entity/Q689443	http://dbpedia.org/resource/Xstrata	http://dbpedia.org/resource/Xstrata	Xstrata
http://www.wikidata.org/entity/Q7961882	http://dbpedia.org/resource/Walgreen	http://dbpedia.org/resource/Walgreen	Walgreen
http://www.wikidata.org/entity/Q49053	http://dbpedia.org/resource/Schneider_Electric	http://dbpedia.org/resource/Schneider_Electric	Schneider Electric
http://www.wikidata.org/entity/Q30873	http://dbpedia.org/resource/Dell	http://dbpedia.org/resource/Dell	Dell
http://www.wikidata.org/entity/Q5099919	http://dbpedia.org/resource/China_State_Construction	http://dbpedia.org/resource/China_State_Construction	China State Construction
http://www.wikidata.org/entity/Q291171	http://dbpedia.org/resource/Aegon	http://dbpedia.org/resource/Aegon	Aegon
	http://dbpedia.org/resource/Legal_&_General	http://dbpedia.org/resource/Legal_&_General_Group	Legal & General Group
http://www.wikidata.org/entity/Q7240	http://dbpedia.org/resource/Lockheed_Martin	http://dbpedia.org/resource/Lockheed_Martin	Lockheed Martin
	http://dbpedia.org/resource/Volvo	http://dbpedia.org/resource/Volvo_Group	Volvo Group
	http://dbpedia.org/resource/Costco	http://dbpedia.org/resource/Costco_Wholesale	Costco Wholesale
http://www.wikidata.org/entity/Q224956	http://dbpedia.org/resource/SAP	http://dbpedia.org/resource/SAP	SAP
	http://dbpedia.org/resource/Ace_(disambiguation)	http://dbpedia.org/resource/ACE	ACE
http://www.wikidata.org/entity/Q128577	http://dbpedia.org/resource/JX_Holdings	http://dbpedia.org/resource/JX_Holdings	JX Holdings
http://www.wikidata.org/entity/Q217599	http://dbpedia.org/resource/Carrefour	http://dbpedia.org/resource/Carrefour	Carrefour
http://www.wikidata.org/entity/Q1068485	http://dbpedia.org/resource/China_Unicom	http://dbpedia.org/resource/China_Unicom	China Unicom
http://www.wikidata.org/entity/Q40076	http://dbpedia.org/resource/DNB	http://dbpedia.org/resource/DNB	DNB
	http://dbpedia.org/resource/East_Japan_Railway_Company	http://dbpedia.org/resource/East_Japan_Railway	East Japan Railway
	http://dbpedia.org/resource/Seven_&_I_Holdings_Co.	http://dbpedia.org/resource/Seven_&_I_Holdings	Seven & I Holdings
http://www.wikidata.org/entity/Q593786	http://dbpedia.org/resource/BT_Group	http://dbpedia.org/resource/BT_Group	BT Group
http://www.wikidata.org/entity/Q289704	http://dbpedia.org/resource/Old_Mutual	http://dbpedia.org/resource/Old_Mutual	Old Mutual
http://www.wikidata.org/entity/Q458363	http://dbpedia.org/resource/Marathon_Petroleum	http://dbpedia.org/resource/Marathon_Petroleum	Marathon Petroleum
	http://dbpedia.org/resource/People's_Insurance_Company_of_China	http://dbpedia.org/resource/People's_Insurance_Company	People's Insurance Company
	http://dbpedia.org/resource/TSMC	http://dbpedia.org/resource/Taiwan_Semiconductor	Taiwan Semiconductor
http://www.wikidata.org/entity/Q297113	http://dbpedia.org/resource/EMC	http://dbpedia.org/resource/EMC	EMC
	http://dbpedia.org/resource/Groupe_Danone	http://dbpedia.org/resource/Danone	Danone
	http://dbpedia.org/resource/Standard_Bank	http://dbpedia.org/resource/Standard_Bank_Group	Standard Bank Group
	http://dbpedia.org/resource/Altria	http://dbpedia.org/resource/Altria_Group	Altria Group
	http://dbpedia.org/resource/VTB	http://dbpedia.org/resource/VTB_Bank	VTB Bank
http://www.wikidata.org/entity/Q229138	http://dbpedia.org/resource/Continental	http://dbpedia.org/resource/Continental	Continental
http://www.wikidata.org/entity/Q224147	http://dbpedia.org/resource/Hess	http://dbpedia.org/resource/Hess	Hess
http://www.wikidata.org/entity/Q632694	http://dbpedia.org/resource/Archer_Daniels_Midland	http://dbpedia.org/resource/Archer_Daniels_Midland	Archer Daniels Midland
http://www.wikidata.org/entity/Q16876705	http://dbpedia.org/resource/McKesson	http://dbpedia.org/resource/McKesson	McKesson
	http://dbpedia.org/resource/Everbright	http://dbpedia.org/resource/China_Everbright_Bank	China Everbright Bank
	http://dbpedia.org/resource/Common_Era	http://dbpedia.org/resource/BCE	BCE
http://www.wikidata.org/entity/Q161140	http://dbpedia.org/resource/Diageo	http://dbpedia.org/resource/Diageo	Diageo
	http://dbpedia.org/resource/Seb	http://dbpedia.org/resource/SEB	SEB
http://www.wikidata.org/entity/Q259013	http://dbpedia.org/resource/Centrica	http://dbpedia.org/resource/Centrica	Centrica
http://www.wikidata.org/entity/Q459477	http://dbpedia.org/resource/FedEx	http://dbpedia.org/resource/FedEx	FedEx
	http://dbpedia.org/resource/Handelsbanken	http://dbpedia.org/resource/Svenska_Handelsbanken	Svenska Handelsbanken
http://www.wikidata.org/entity/Q179433	http://dbpedia.org/resource/Bridgestone	http://dbpedia.org/resource/Bridgestone	Bridgestone
http://www.wikidata.org/entity/Q1885099	http://dbpedia.org/resource/Time_Warner_Cable	http://dbpedia.org/resource/Time_Warner_Cable	Time Warner Cable
	http://dbpedia.org/resource/Shinhan_Bank	http://dbpedia.org/resource/Shinhan_Financial_Group	Shinhan Financial Group
http://www.wikidata.org/entity/Q553927	http://dbpedia.org/resource/Marubeni	http://dbpedia.org/resource/Marubeni	Marubeni
http://www.wikidata.org/entity/Q155026	http://dbpedia.org/resource/United_Parcel_Service	http://dbpedia.org/resource/United_Parcel_Service	United Parcel Service
