DBpedia16_URI	label
http://dbpedia.org/resource/Precision-guided_munition	Precision-guided munition
http://dbpedia.org/resource/Anti-aircraft_warfare	Anti-aircraft warfare
http://dbpedia.org/resource/Radar	Radar
http://dbpedia.org/resource/Iraqi_no-fly_zones	Iraqi no-fly zones
http://dbpedia.org/resource/Ambassador	Ambassador
http://dbpedia.org/resource/Abbas_Khalaf	Abbas Khalaf
http://dbpedia.org/resource/Counter-terrorism	Counter-terrorism
http://dbpedia.org/resource/Axis_of_evil	Axis of evil
http://dbpedia.org/resource/North_Korea	North Korea
http://dbpedia.org/resource/Korea	Korea
http://dbpedia.org/resource/United_States_Intelligence_Community	United States Intelligence Community
http://dbpedia.org/resource/Central_Intelligence_Agency	Central Intelligence Agency
http://dbpedia.org/resource/Weapon_of_mass_destruction	Weapon of mass destruction
http://dbpedia.org/resource/Smoking_gun	Smoking gun
http://dbpedia.org/resource/Detective	Detective
http://dbpedia.org/resource/Police_Ombudsman_for_Northern_Ireland	Police Ombudsman for Northern Ireland
http://dbpedia.org/resource/Ombudsman	Ombudsman
http://dbpedia.org/resource/Political_corruption	Political corruption
http://dbpedia.org/resource/Tax	Tax
http://dbpedia.org/resource/Financial_statement	Financial statement
http://dbpedia.org/resource/Wealth	Wealth
http://dbpedia.org/resource/Queensland	Queensland
http://dbpedia.org/resource/Andrew_Bartlett	Andrew Bartlett
http://dbpedia.org/resource/Australian_Democrats	Australian Democrats
http://dbpedia.org/resource/Independent_school_(United_Kingdom)	Independent school (United Kingdom)
http://dbpedia.org/resource/Independent_school	Independent school
http://dbpedia.org/resource/Victorian_era	Victorian era
http://dbpedia.org/resource/Victorian_architecture	Victorian architecture
http://dbpedia.org/resource/Teacher	Teacher
http://dbpedia.org/resource/General_Secretary	General Secretary
http://dbpedia.org/resource/General_officer	General officer
http://dbpedia.org/resource/Secretary	Secretary
http://dbpedia.org/resource/Nature	Nature
http://dbpedia.org/resource/Shutout	Shutout
http://dbpedia.org/resource/Discipline	Discipline
http://dbpedia.org/resource/United_States_Department_of_State	United States Department of State
http://dbpedia.org/resource/North_America	North America
http://dbpedia.org/resource/Europe	Europe
http://dbpedia.org/resource/Arab_world	Arab world
http://dbpedia.org/resource/Arab_people	Arab people
http://dbpedia.org/resource/Beijing	Beijing
http://dbpedia.org/resource/Vehicle_registration	Vehicle registration
http://dbpedia.org/resource/Automobile	Automobile
http://dbpedia.org/resource/Federal_Bureau_of_Investigation	Federal Bureau of Investigation
http://dbpedia.org/resource/Demonstration_(people)	Demonstration (people)
http://dbpedia.org/resource/Missile	Missile
http://dbpedia.org/resource/China	China
http://dbpedia.org/resource/Propaganda	Propaganda
http://dbpedia.org/resource/United_Nations	United Nations
http://dbpedia.org/resource/World_Food_Programme	World Food Programme
http://dbpedia.org/resource/Food	Food
http://dbpedia.org/resource/Malawi	Malawi
http://dbpedia.org/resource/Mozambique	Mozambique
http://dbpedia.org/resource/Zambia	Zambia
http://dbpedia.org/resource/Angola	Angola
http://dbpedia.org/resource/Swaziland	Swaziland
http://dbpedia.org/resource/Lesotho	Lesotho
http://dbpedia.org/resource/Starvation	Starvation
http://dbpedia.org/resource/Malnutrition	Malnutrition
http://dbpedia.org/resource/Coloured	Coloured
http://dbpedia.org/resource/HIV/AIDS	HIV/AIDS
http://dbpedia.org/resource/HIV	HIV
http://dbpedia.org/resource/Infection	Infection
http://dbpedia.org/resource/Adult	Adult
http://dbpedia.org/resource/Disease	Disease
http://dbpedia.org/resource/Hunger	Hunger
http://dbpedia.org/resource/Prostitution	Prostitution
http://dbpedia.org/resource/Life_expectancy	Life expectancy
http://dbpedia.org/resource/Africa	Africa
http://dbpedia.org/resource/Johannesburg	Johannesburg
http://dbpedia.org/resource/Suburb	Suburb
http://dbpedia.org/resource/Sandton	Sandton
http://dbpedia.org/resource/Alexandra,_Gauteng	Alexandra, Gauteng
http://dbpedia.org/resource/Sustainable_development	Sustainable development
http://dbpedia.org/resource/Sustainability	Sustainability
http://dbpedia.org/resource/Fatah	Fatah
http://dbpedia.org/resource/Middle_East	Middle East
http://dbpedia.org/resource/Yasser_Arafat	Yasser Arafat
http://dbpedia.org/resource/Israel	Israel
http://dbpedia.org/resource/Palestinian_right_of_return	Palestinian right of return
http://dbpedia.org/resource/Israeli-Palestinian_conflict	Israeli-Palestinian conflict
http://dbpedia.org/resource/Work_for_the_Dole	Work for the Dole
http://dbpedia.org/resource/Jobseeker's_Allowance	Jobseeker's Allowance
http://dbpedia.org/resource/Unemployment_benefits	Unemployment benefits
http://dbpedia.org/resource/Employment	Employment
http://dbpedia.org/resource/Mal_Brough	Mal Brough
http://dbpedia.org/resource/Biological_warfare	Biological warfare
http://dbpedia.org/resource/2001_anthrax_attacks	2001 anthrax attacks
http://dbpedia.org/resource/Anthrax	Anthrax
http://dbpedia.org/resource/John_Ashcroft	John Ashcroft
http://dbpedia.org/resource/United_States_Attorney_General	United States Attorney General
http://dbpedia.org/resource/Person_of_interest	Person of interest
http://dbpedia.org/resource/Lawyer	Lawyer
http://dbpedia.org/resource/Law	Law
http://dbpedia.org/resource/Export	Export
http://dbpedia.org/resource/President_of_Nigeria	President of Nigeria
http://dbpedia.org/resource/Nigeria	Nigeria
http://dbpedia.org/resource/Olusegun_Obasanjo	Olusegun Obasanjo
http://dbpedia.org/resource/Single_parent	Single parent
http://dbpedia.org/resource/Capital_punishment	Capital punishment
http://dbpedia.org/resource/Stoning	Stoning
http://dbpedia.org/resource/Legitimacy_(law)	Legitimacy (law)
http://dbpedia.org/resource/Marriage	Marriage
http://dbpedia.org/resource/Northern_Nigeria	Northern Nigeria
http://dbpedia.org/resource/Amina_Lawal	Amina Lawal
http://dbpedia.org/resource/Judge	Judge
http://dbpedia.org/resource/Divorce	Divorce
http://dbpedia.org/resource/Nuclear_weapon	Nuclear weapon
http://dbpedia.org/resource/Canada	Canada
http://dbpedia.org/resource/Training	Training
http://dbpedia.org/resource/Expert	Expert
http://dbpedia.org/resource/Property	Property
http://dbpedia.org/resource/Saud_of_Saudi_Arabia	Saud of Saudi Arabia
http://dbpedia.org/resource/Sharia	Sharia
http://dbpedia.org/resource/Saudi_Press_Agency	Saudi Press Agency
http://dbpedia.org/resource/Sri_Lanka	Sri Lanka
http://dbpedia.org/resource/Liberation_Tigers_of_Tamil_Eelam	Liberation Tigers of Tamil Eelam
http://dbpedia.org/resource/Tamil_language	Tamil language
http://dbpedia.org/resource/Iraqi_insurgency	Iraqi insurgency
http://dbpedia.org/resource/Thailand	Thailand
http://dbpedia.org/resource/Jayalath_Jayawardena	Jayalath Jayawardena
http://dbpedia.org/resource/Associated_Press	Associated Press
http://dbpedia.org/resource/Hidden_camera	Hidden camera
http://dbpedia.org/resource/Footage	Footage
http://dbpedia.org/resource/Child_pornography	Child pornography
http://dbpedia.org/resource/Pornography	Pornography
http://dbpedia.org/resource/Rape	Rape
http://dbpedia.org/resource/Voyeurism	Voyeurism
http://dbpedia.org/resource/Gary_Ellis	Gary Ellis
http://dbpedia.org/resource/Sexual_assault	Sexual assault
http://dbpedia.org/resource/Assault	Assault
http://dbpedia.org/resource/Massage_parlor	Massage parlor
http://dbpedia.org/resource/Massage	Massage
http://dbpedia.org/resource/Parlour	Parlour
http://dbpedia.org/resource/Hospital	Hospital
http://dbpedia.org/resource/Business	Business
http://dbpedia.org/resource/Asylum_seeker	Asylum seeker
http://dbpedia.org/resource/Right_of_asylum	Right of asylum
http://dbpedia.org/resource/Joe_Hockey	Joe Hockey
http://dbpedia.org/resource/Gordie_Howe	Gordie Howe
http://dbpedia.org/resource/August_27	August 27
http://dbpedia.org/resource/Norway	Norway
http://dbpedia.org/resource/Cargo_ship	Cargo ship
http://dbpedia.org/resource/Cargo	Cargo
http://dbpedia.org/resource/Ship	Ship
http://dbpedia.org/resource/Asylum_seekers	Asylum seekers
http://dbpedia.org/resource/Christmas_Island	Christmas Island
http://dbpedia.org/resource/Christmas	Christmas
http://dbpedia.org/resource/United_States_Senate	United States Senate
http://dbpedia.org/resource/Left-wing_politics	Left-wing politics
http://dbpedia.org/resource/Humpback_whale	Humpback whale
http://dbpedia.org/resource/Whale	Whale
http://dbpedia.org/resource/Shark_net	Shark net
http://dbpedia.org/resource/Shark	Shark
http://dbpedia.org/resource/Gold_Coast,_Queensland	Gold Coast, Queensland
http://dbpedia.org/resource/Marine_(ocean)	Marine (ocean)
http://dbpedia.org/resource/Rope	Rope
http://dbpedia.org/resource/Wind	Wind
http://dbpedia.org/resource/Rain	Rain
http://dbpedia.org/resource/Prince_William,_Duke_of_Cambridge	Prince William, Duke of Cambridge
http://dbpedia.org/resource/Espionage	Espionage
http://dbpedia.org/resource/Prince_Harry_of_Wales	Prince Harry of Wales
http://dbpedia.org/resource/Jihad	Jihad
http://dbpedia.org/resource/Religious_war	Religious war
http://dbpedia.org/resource/Website	Website
http://dbpedia.org/resource/Letter_(message)	Letter (message)
http://dbpedia.org/resource/IslamOnline	IslamOnline
http://dbpedia.org/resource/Jalalabad	Jalalabad
http://dbpedia.org/resource/Earth_Summit	Earth Summit
http://dbpedia.org/resource/Earth	Earth
http://dbpedia.org/resource/Poverty	Poverty
http://dbpedia.org/resource/President_of_South_Africa	President of South Africa
http://dbpedia.org/resource/South_Africa	South Africa
http://dbpedia.org/resource/Thabo_Mbeki	Thabo Mbeki
http://dbpedia.org/resource/Recent_African_origin_of_modern_humans	Recent African origin of modern humans
http://dbpedia.org/resource/Politics_of_Zimbabwe	Politics of Zimbabwe
http://dbpedia.org/resource/Cabinet_reshuffle	Cabinet reshuffle
http://dbpedia.org/resource/Eminent_domain	Eminent domain
http://dbpedia.org/resource/Black	Black
http://dbpedia.org/resource/Sunglasses	Sunglasses
http://dbpedia.org/resource/Crux	Crux
http://dbpedia.org/resource/Constellation	Constellation
http://dbpedia.org/resource/Swastika	Swastika
http://dbpedia.org/resource/Blackshirts	Blackshirts
http://dbpedia.org/resource/Men's_rights_movement	Men's rights movement
http://dbpedia.org/resource/History	History
http://dbpedia.org/resource/Environmental_degradation	Environmental degradation
http://dbpedia.org/resource/Carbon_dioxide	Carbon dioxide
http://dbpedia.org/resource/Carbon	Carbon
http://dbpedia.org/resource/Global_warming	Global warming
http://dbpedia.org/resource/Developed_country	Developed country
http://dbpedia.org/resource/Fresh_water	Fresh water
http://dbpedia.org/resource/Goose	Goose
http://dbpedia.org/resource/Steeplechase	Steeplechase
http://dbpedia.org/resource/Bird	Bird
http://dbpedia.org/resource/Kerry_GAA	Kerry GAA
http://dbpedia.org/resource/Ireland	Ireland
http://dbpedia.org/resource/Brant_Goose	Brant Goose
http://dbpedia.org/resource/Northern_Ireland	Northern Ireland
http://dbpedia.org/resource/Species	Species
http://dbpedia.org/resource/Inuit	Inuit
http://dbpedia.org/resource/Hunting	Hunting
http://dbpedia.org/resource/Satellite	Satellite
http://dbpedia.org/resource/Tracking_system	Tracking system
http://dbpedia.org/resource/Cornwallis_Island_(Nunavut)	Cornwallis Island (Nunavut)
http://dbpedia.org/resource/Winter_War	Winter War
http://dbpedia.org/resource/Ideology	Ideology
http://dbpedia.org/resource/Audio_mixing_(recorded_music)	Audio mixing (recorded music)
http://dbpedia.org/resource/Cold_War	Cold War
http://dbpedia.org/resource/Ministry_of_Foreign_Affairs_(Russia)	Ministry of Foreign Affairs (Russia)
http://dbpedia.org/resource/United_States_Secretary_of_Defense	United States Secretary of Defense
http://dbpedia.org/resource/Donald_Rumsfeld	Donald Rumsfeld
http://dbpedia.org/resource/Pope_John_Paul_II	Pope John Paul II
http://dbpedia.org/resource/Pope	Pope
http://dbpedia.org/resource/Paul_the_Apostle	Paul the Apostle
http://dbpedia.org/resource/Social_justice	Social justice
http://dbpedia.org/resource/Justice	Justice
http://dbpedia.org/resource/Rome	Rome
http://dbpedia.org/resource/God	God
http://dbpedia.org/resource/Human	Human
http://dbpedia.org/resource/Agriculture	Agriculture
http://dbpedia.org/resource/Fruit	Fruit
http://dbpedia.org/resource/Common_good	Common good
http://dbpedia.org/resource/Ministry_of_Defence_(Russia)	Ministry of Defence (Russia)
http://dbpedia.org/resource/Siberia	Siberia
http://dbpedia.org/resource/Russian_Far_East	Russian Far East
http://dbpedia.org/resource/Far_East	Far East
http://dbpedia.org/resource/Intensive_farming	Intensive farming
http://dbpedia.org/resource/Australians	Australians
http://dbpedia.org/resource/Tampa,_Florida	Tampa, Florida
http://dbpedia.org/resource/Defence_Signals_Directorate	Defence Signals Directorate
http://dbpedia.org/resource/Ove_Thorsheim	Ove Thorsheim
http://dbpedia.org/resource/Rugby_league_positions	Rugby league positions
http://dbpedia.org/resource/Pacific_Solution	Pacific Solution
http://dbpedia.org/resource/Pacific_Ocean	Pacific Ocean
http://dbpedia.org/resource/Arne_Rinnan	Arne Rinnan
http://dbpedia.org/resource/Rinnan	Rinnan
http://dbpedia.org/resource/Batasuna	Batasuna
http://dbpedia.org/resource/Political_party	Political party
http://dbpedia.org/resource/Basque_language	Basque language
http://dbpedia.org/resource/Basque_people	Basque people
http://dbpedia.org/resource/Cortes_Generales	Cortes Generales
http://dbpedia.org/resource/Spain	Spain
http://dbpedia.org/resource/Political_radicalism	Political radicalism
http://dbpedia.org/resource/Basque_nationalism	Basque nationalism
http://dbpedia.org/resource/Separatism	Separatism
http://dbpedia.org/resource/Elbe	Elbe
http://dbpedia.org/resource/River	River
http://dbpedia.org/resource/Dresden	Dresden
http://dbpedia.org/resource/Central_Europe	Central Europe
http://dbpedia.org/resource/Czech_Republic	Czech Republic
http://dbpedia.org/resource/European_Parliament	European Parliament
http://dbpedia.org/resource/European_Union	European Union
http://dbpedia.org/resource/Diplomacy	Diplomacy
http://dbpedia.org/resource/Jewish_state	Jewish state
http://dbpedia.org/resource/Jews	Jews
http://dbpedia.org/resource/Arms_embargo	Arms embargo
http://dbpedia.org/resource/Embargo	Embargo
http://dbpedia.org/resource/Economic_sanctions	Economic sanctions
http://dbpedia.org/resource/Trade	Trade
http://dbpedia.org/resource/International_sanctions	International sanctions
http://dbpedia.org/resource/Member_of_the_European_Parliament	Member of the European Parliament
http://dbpedia.org/resource/Military_of_the_European_Union	Military of the European Union
http://dbpedia.org/resource/Regions_of_France	Regions of France
http://dbpedia.org/resource/Commonwealth_Bank	Commonwealth Bank
http://dbpedia.org/resource/Commonwealth_of_Nations	Commonwealth of Nations
http://dbpedia.org/resource/Fiscal_year	Fiscal year
http://dbpedia.org/resource/Bank	Bank
http://dbpedia.org/resource/Net_profit	Net profit
http://dbpedia.org/resource/Australian_dollar	Australian dollar
http://dbpedia.org/resource/United_States_dollar	United States dollar
http://dbpedia.org/resource/June_30	June 30
http://dbpedia.org/resource/Australian_Labor_Party	Australian Labor Party
http://dbpedia.org/resource/Australian_Greens	Australian Greens
http://dbpedia.org/resource/Bob_Brown	Bob Brown
http://dbpedia.org/resource/Kerry_Nettle	Kerry Nettle
http://dbpedia.org/resource/Refugee	Refugee
http://dbpedia.org/resource/Mandatory_detention_in_Australia	Mandatory detention in Australia
http://dbpedia.org/resource/Immigration_detention	Immigration detention
