Wikidata_URI	DBpedia15_URI	DBpedia16_URI	label
http://www.wikidata.org/entity/Q1783148	http://dbpedia.org/resource/University_of_Alabama_in_Huntsville	http://dbpedia.org/resource/University_of_Alabama_in_Huntsville	University of Alabama in Huntsville
http://www.wikidata.org/entity/Q13572981	http://dbpedia.org/resource/University_of_South_Alabama	http://dbpedia.org/resource/University_of_South_Alabama	University of South Alabama
http://www.wikidata.org/entity/Q758560	http://dbpedia.org/resource/Auburn_University_at_Montgomery	http://dbpedia.org/resource/Auburn_Montgomery	Auburn University at Montgomery
http://www.wikidata.org/entity/Q1571390	http://dbpedia.org/resource/University_of_Arkansas_at_Monticello	http://dbpedia.org/resource/University_of_Arkansas_at_Monticello	University of Arkansas at Monticello
http://www.wikidata.org/entity/Q2495825	http://dbpedia.org/resource/University_of_Arkansas_at_Pine_Bluff	http://dbpedia.org/resource/University_of_Arkansas_at_Pine_Bluff	University of Arkansas at Pine Bluff
http://www.wikidata.org/entity/Q16149853	http://dbpedia.org/resource/Lyon_College	http://dbpedia.org/resource/Lyon_College	Arkansas College
http://www.wikidata.org/entity/Q673111	http://dbpedia.org/resource/Arkansas_Tech_University	http://dbpedia.org/resource/Arkansas_Tech_University	Arkansas Tech University
http://www.wikidata.org/entity/Q500131	http://dbpedia.org/resource/Arkansas_State_University	http://dbpedia.org/resource/Arkansas_State_University	Arkansas State University
http://www.wikidata.org/entity/Q1782724	http://dbpedia.org/resource/University_of_Central_Arkansas	http://dbpedia.org/resource/University_of_Central_Arkansas	University of Central Arkansas
http://www.wikidata.org/entity/Q7896711	http://dbpedia.org/resource/University_of_the_Ozarks	http://dbpedia.org/resource/University_of_the_Ozarks	University of the Ozarks
http://www.wikidata.org/entity/Q1604967	http://dbpedia.org/resource/Henderson_State_University	http://dbpedia.org/resource/Henderson_State_University	Henderson State University
http://www.wikidata.org/entity/Q1605137	http://dbpedia.org/resource/Hendrix_College	http://dbpedia.org/resource/Hendrix_College	Hendrix College
http://www.wikidata.org/entity/Q6223569	http://dbpedia.org/resource/John_Brown_University	http://dbpedia.org/resource/John_Brown_University	John Brown University
http://www.wikidata.org/entity/Q500154	http://dbpedia.org/resource/University_of_Arkansas_at_Little_Rock	http://dbpedia.org/resource/University_of_Arkansas_at_Little_Rock	University of Arkansas at Little Rock
http://www.wikidata.org/entity/Q7110141	http://dbpedia.org/resource/Ouachita_Baptist_University	http://dbpedia.org/resource/Ouachita_Baptist_University	Ouachita Baptist University
http://www.wikidata.org/entity/Q8020982	http://dbpedia.org/resource/Williams_Baptist_College	http://dbpedia.org/resource/Williams_Baptist_College	Williams Baptist College
http://www.wikidata.org/entity/Q1724577	http://dbpedia.org/resource/Southern_Arkansas_University	http://dbpedia.org/resource/Southern_Arkansas_University	Southern Arkansas University
http://www.wikidata.org/entity/Q1070333	http://dbpedia.org/resource/University_of_Arkansas	http://dbpedia.org/resource/University_of_Arkansas	University of Arkansas-Fayetteville
http://www.wikidata.org/entity/Q5656130	http://dbpedia.org/resource/Harding_University_High_School	http://dbpedia.org/resource/Harding_University_High_School	Harding University
http://www.wikidata.org/entity/Q4570025	http://dbpedia.org/resource/Grand_Canyon_University	http://dbpedia.org/resource/Grand_Canyon_University	Grand Canyon University
http://www.wikidata.org/entity/Q670897	http://dbpedia.org/resource/Arizona_State_University	http://dbpedia.org/resource/Arizona_State_University	Arizona State University
http://www.wikidata.org/entity/Q139901	http://dbpedia.org/resource/Northern_Arizona_University	http://dbpedia.org/resource/Northern_Arizona_University	Northern Arizona University
http://www.wikidata.org/entity/Q503419	http://dbpedia.org/resource/University_of_Arizona	http://dbpedia.org/resource/University_of_Arizona	University of Arizona
http://www.wikidata.org/entity/Q4583636	http://dbpedia.org/resource/Azusa_Pacific_University	http://dbpedia.org/resource/Azusa_Pacific_University	Azusa Pacific University
http://www.wikidata.org/entity/Q864450	http://dbpedia.org/resource/Biola_University	http://dbpedia.org/resource/Biola_University	Biola University
http://www.wikidata.org/entity/Q161562	http://dbpedia.org/resource/California_Institute_of_Technology	http://dbpedia.org/resource/California_Institute_of_Technology	California Institute of Technology
http://www.wikidata.org/entity/Q1026925	http://dbpedia.org/resource/California_State_University,_Fullerton	http://dbpedia.org/resource/California_State_University,_Fullerton	California State University-Fullerton
http://www.wikidata.org/entity/Q1026916	http://dbpedia.org/resource/California_State_University,_East_Bay	http://dbpedia.org/resource/California_State_University,_East_Bay	California State University-Hayward
http://www.wikidata.org/entity/Q1026926	http://dbpedia.org/resource/California_State_University,_Long_Beach	http://dbpedia.org/resource/California_State_University,_Long_Beach	California State University-Long Beach
http://www.wikidata.org/entity/Q1026909	http://dbpedia.org/resource/California_State_University,_Dominguez_Hills	http://dbpedia.org/resource/California_State_University,_Dominguez_Hills	California State University-Dominguez Hills
http://www.wikidata.org/entity/Q1026912	http://dbpedia.org/resource/California_State_University,_Chico	http://dbpedia.org/resource/California_State_University,_Chico	California State University-Chico
http://www.wikidata.org/entity/Q1026919	http://dbpedia.org/resource/California_State_University,_Fresno	http://dbpedia.org/resource/California_State_University,_Fresno	California State University-Fresno
http://www.wikidata.org/entity/Q624560	http://dbpedia.org/resource/Humboldt_State_University	http://dbpedia.org/resource/Humboldt_State_University	Humboldt State University
http://www.wikidata.org/entity/Q913861	http://dbpedia.org/resource/San_Diego_State_University	http://dbpedia.org/resource/San_Diego_State_University	San Diego State University
http://www.wikidata.org/entity/Q498526	http://dbpedia.org/resource/San_Jose_State_University	http://dbpedia.org/resource/San_Jose_State_University	San Jose State University
http://www.wikidata.org/entity/Q624571	http://dbpedia.org/resource/Sonoma_State_University	http://dbpedia.org/resource/Sonoma_State_University	Sonoma State University
http://www.wikidata.org/entity/Q1805085	http://dbpedia.org/resource/Chapman_University	http://dbpedia.org/resource/Chapman_University	Chapman University
http://www.wikidata.org/entity/Q5126318	http://dbpedia.org/resource/Claremont_McKenna_College	http://dbpedia.org/resource/Claremont_McKenna_College	Claremont McKenna College
http://www.wikidata.org/entity/Q12236173	http://dbpedia.org/resource/Harvey_Mudd_College	http://dbpedia.org/resource/Harvey_Mudd_College	Harvey Mudd College
http://www.wikidata.org/entity/Q7199570	http://dbpedia.org/resource/Pitzer_College	http://dbpedia.org/resource/Pitzer_College	Pitzer College
http://www.wikidata.org/entity/Q7227384	http://dbpedia.org/resource/Pomona_College	http://dbpedia.org/resource/Pomona_College	Pomona College
http://www.wikidata.org/entity/Q10664609	http://dbpedia.org/resource/Scripps_College	http://dbpedia.org/resource/Scripps_College	Scripps College
http://www.wikidata.org/entity/Q7063504	http://dbpedia.org/resource/Notre_Dame_of_Maryland_University	http://dbpedia.org/resource/Notre_Dame_of_Maryland_University	College of Notre Dame
http://www.wikidata.org/entity/Q5885852	http://dbpedia.org/resource/Holy_Names_University	http://dbpedia.org/resource/Holy_Names_University	Holy Names College
http://www.wikidata.org/entity/Q8214783	http://dbpedia.org/resource/University_of_La_Verne	http://dbpedia.org/resource/University_of_La_Verne	University of La Verne
http://www.wikidata.org/entity/Q638859	http://dbpedia.org/resource/Mills_College	http://dbpedia.org/resource/Mills_College	Mills College
http://www.wikidata.org/entity/Q1346110	http://dbpedia.org/resource/Occidental_College	http://dbpedia.org/resource/Occidental_College	Occidental College
http://www.wikidata.org/entity/Q3360203	http://dbpedia.org/resource/Pacific_Union_College	http://dbpedia.org/resource/Pacific_Union_College	Pacific Union College
http://www.wikidata.org/entity/Q7208069	http://dbpedia.org/resource/Point_Loma_Nazarene_University	http://dbpedia.org/resource/Point_Loma_Nazarene_University	Point Loma Nazarene College
http://www.wikidata.org/entity/Q117876	http://dbpedia.org/resource/Pepperdine_University	http://dbpedia.org/resource/Pepperdine_University	Pepperdine University
http://www.wikidata.org/entity/Q7401829	http://dbpedia.org/resource/Saint_Mary's_College_of_California	http://dbpedia.org/resource/Saint_Mary's_College_of_California	Saint Mary's College of California
http://www.wikidata.org/entity/Q41506	http://dbpedia.org/resource/Stanford_University	http://dbpedia.org/resource/Stanford_University	Stanford University
http://www.wikidata.org/entity/Q168756	http://dbpedia.org/resource/University_of_California,_Berkeley	http://dbpedia.org/resource/University_of_California,_Berkeley	University of California-Berkeley
http://www.wikidata.org/entity/Q129421	http://dbpedia.org/resource/University_of_California,_Davis	http://dbpedia.org/resource/University_of_California,_Davis	University of California-Davis
http://www.wikidata.org/entity/Q868421	http://dbpedia.org/resource/University_of_California,_Irvine	http://dbpedia.org/resource/University_of_California,_Irvine	University of California-Irvine
http://www.wikidata.org/entity/Q174710	http://dbpedia.org/resource/University_of_California,_Los_Angeles	http://dbpedia.org/resource/University_of_California,_Los_Angeles	University of California-Los Angeles
http://www.wikidata.org/entity/Q1075148	http://dbpedia.org/resource/University_of_California,_Riverside	http://dbpedia.org/resource/University_of_California,_Riverside	University of California-Riverside
http://www.wikidata.org/entity/Q622664	http://dbpedia.org/resource/University_of_California,_San_Diego	http://dbpedia.org/resource/University_of_California,_San_Diego	University of California-San Diego
http://www.wikidata.org/entity/Q1061104	http://dbpedia.org/resource/University_of_California,_San_Francisco	http://dbpedia.org/resource/University_of_California,_San_Francisco	University of California-San Francisco
http://www.wikidata.org/entity/Q263064	http://dbpedia.org/resource/University_of_California,_Santa_Barbara	http://dbpedia.org/resource/University_of_California,_Santa_Barbara	University of California-Santa Barbara
http://www.wikidata.org/entity/Q1047293	http://dbpedia.org/resource/University_of_California,_Santa_Cruz	http://dbpedia.org/resource/University_of_California,_Santa_Cruz	University of California-Santa Cruz
http://www.wikidata.org/entity/Q1270831	http://dbpedia.org/resource/University_of_Redlands	http://dbpedia.org/resource/University_of_Redlands	University of Redlands
http://www.wikidata.org/entity/Q1887879	http://dbpedia.org/resource/University_of_San_Francisco	http://dbpedia.org/resource/University_of_San_Francisco	University of San Francisco
http://www.wikidata.org/entity/Q992830	http://dbpedia.org/resource/Santa_Clara_University	http://dbpedia.org/resource/Santa_Clara_University	Santa Clara University
http://www.wikidata.org/entity/Q4614	http://dbpedia.org/resource/University_of_Southern_California	http://dbpedia.org/resource/University_of_Southern_California	University of Southern California
http://www.wikidata.org/entity/Q2636927	http://dbpedia.org/resource/University_of_the_Pacific_(Peru)	http://dbpedia.org/resource/University_of_the_Pacific_(Peru)	University of the Pacific
http://www.wikidata.org/entity/Q3444458	http://dbpedia.org/resource/Westmont_College	http://dbpedia.org/resource/Westmont_College	Westmont College
http://www.wikidata.org/entity/Q7996868	http://dbpedia.org/resource/Whittier_College	http://dbpedia.org/resource/Whittier_College	Whittier College
http://www.wikidata.org/entity/Q3445331	http://dbpedia.org/resource/Woodbury_University	http://dbpedia.org/resource/Woodbury_University	Woodbury University
http://www.wikidata.org/entity/Q1026902	http://dbpedia.org/resource/California_State_University,_Bakersfield	http://dbpedia.org/resource/California_State_University,_Bakersfield	California State University-Bakersfield
http://www.wikidata.org/entity/Q262663	http://dbpedia.org/resource/University_of_San_Diego	http://dbpedia.org/resource/University_of_San_Diego	University of San Diego
http://www.wikidata.org/entity/Q1786078	http://dbpedia.org/resource/Loyola_Marymount_University	http://dbpedia.org/resource/Loyola_Marymount_University	Loyola Marymount University
http://www.wikidata.org/entity/Q351971	http://dbpedia.org/resource/Adams_State_University	http://dbpedia.org/resource/Adams_State_College	Adams State College
http://www.wikidata.org/entity/Q1111261	http://dbpedia.org/resource/Colorado_College	http://dbpedia.org/resource/Colorado_College	Colorado College
http://www.wikidata.org/entity/Q1783608	http://dbpedia.org/resource/University_of_Northern_Colorado	http://dbpedia.org/resource/University_of_Northern_Colorado	University of Northern Colorado
http://www.wikidata.org/entity/Q1111640	http://dbpedia.org/resource/Colorado_State_University	http://dbpedia.org/resource/Colorado_State_University	Colorado State University
http://www.wikidata.org/entity/Q1438597	http://dbpedia.org/resource/Fort_Lewis_College	http://dbpedia.org/resource/Fort_Lewis_College	Fort Lewis College
http://www.wikidata.org/entity/Q1507218	http://dbpedia.org/resource/Colorado_Mesa_University	http://dbpedia.org/resource/Colorado_Mesa_University	Mesa State College
http://www.wikidata.org/entity/Q649299	http://dbpedia.org/resource/Regis_University	http://dbpedia.org/resource/Regis_University	Regis University
http://www.wikidata.org/entity/Q736674	http://dbpedia.org/resource/University_of_Colorado_Boulder	http://dbpedia.org/resource/University_of_Colorado_at_Boulder	University of Colorado- Boulder
http://www.wikidata.org/entity/Q519427	http://dbpedia.org/resource/University_of_Denver	http://dbpedia.org/resource/University_of_Denver	University of Denver
http://www.wikidata.org/entity/Q2564975	http://dbpedia.org/resource/Western_State_Colorado_University	http://dbpedia.org/resource/Western_State_College_of_Colorado	Western State College of Colo.
http://www.wikidata.org/entity/Q1468161	http://dbpedia.org/resource/University_of_Colorado_Denver	http://dbpedia.org/resource/University_of_Colorado_Denver	University of Colorado at Denver
http://www.wikidata.org/entity/Q1815354	http://dbpedia.org/resource/Albertus_Magnus_College	http://dbpedia.org/resource/Albertus_Magnus_College	Albertus Magnus College
http://www.wikidata.org/entity/Q1797448	http://dbpedia.org/resource/Connecticut_College	http://dbpedia.org/resource/Connecticut_College	Connecticut College
http://www.wikidata.org/entity/Q1393265	http://dbpedia.org/resource/Fairfield_University	http://dbpedia.org/resource/Fairfield_University	Fairfield University
http://www.wikidata.org/entity/Q917899	http://dbpedia.org/resource/University_of_New_Haven	http://dbpedia.org/resource/University_of_New_Haven	University of New Haven
http://www.wikidata.org/entity/Q1030044	http://dbpedia.org/resource/Quinnipiac_University	http://dbpedia.org/resource/Quinnipiac_University	Quinnipiac College
http://www.wikidata.org/entity/Q1276963	http://dbpedia.org/resource/Sacred_Heart_University	http://dbpedia.org/resource/Sacred_Heart_University	Sacred Heart University
http://www.wikidata.org/entity/Q24399	http://dbpedia.org/resource/University_of_Saint_Joseph_(Connecticut)	http://dbpedia.org/resource/Saint_Joseph_College_(Connecticut)	Saint Joseph College
http://www.wikidata.org/entity/Q1927705	http://dbpedia.org/resource/Trinity_College_(Connecticut)	http://dbpedia.org/resource/Trinity_College_(Connecticut)	Trinity College
http://www.wikidata.org/entity/Q1055874	http://dbpedia.org/resource/University_of_Bridgeport	http://dbpedia.org/resource/University_of_Bridgeport	University of Bridgeport
http://www.wikidata.org/entity/Q747053	http://dbpedia.org/resource/University_of_Hartford	http://dbpedia.org/resource/University_of_Hartford	University of Hartford
http://www.wikidata.org/entity/Q49167	http://dbpedia.org/resource/Wesleyan_University	http://dbpedia.org/resource/Wesleyan_University	Wesleyan University
http://www.wikidata.org/entity/Q49112	http://dbpedia.org/resource/Yale_University	http://dbpedia.org/resource/Yale_University	Yale University
http://www.wikidata.org/entity/Q168000	http://dbpedia.org/resource/American_University	http://dbpedia.org/resource/American_University	American University
http://www.wikidata.org/entity/Q179036	http://dbpedia.org/resource/The_Catholic_University_of_America	http://dbpedia.org/resource/The_Catholic_University_of_America	Catholic University of America
http://www.wikidata.org/entity/Q1056373	http://dbpedia.org/resource/Gallaudet_University	http://dbpedia.org/resource/Gallaudet_University	Gallaudet University
http://www.wikidata.org/entity/Q432637	http://dbpedia.org/resource/George_Washington_University	http://dbpedia.org/resource/George_Washington_University	George Washington University
http://www.wikidata.org/entity/Q333886	http://dbpedia.org/resource/Georgetown_University	http://dbpedia.org/resource/Georgetown_University	Georgetown University
http://www.wikidata.org/entity/Q1068752	http://dbpedia.org/resource/Howard_University	http://dbpedia.org/resource/Howard_University	Howard University
http://www.wikidata.org/entity/Q1183967	http://dbpedia.org/resource/Delaware_State_University	http://dbpedia.org/resource/Delaware_State_University	Delaware State University
http://www.wikidata.org/entity/Q14685417	http://dbpedia.org/resource/Goldey-Beacom_College	http://dbpedia.org/resource/Goldey%E2%80%93Beacom_College	Goldey Beacom College
http://www.wikidata.org/entity/Q1068072	http://dbpedia.org/resource/University_of_Delaware	http://dbpedia.org/resource/University_of_Delaware	University of Delaware
http://www.wikidata.org/entity/Q7983897	http://dbpedia.org/resource/Wesley_College_(Victoria)	http://dbpedia.org/resource/Wesley_College_(Victoria)	Wesley College
http://www.wikidata.org/entity/Q809106	http://dbpedia.org/resource/Barry_University	http://dbpedia.org/resource/Barry_University	Barry University
http://www.wikidata.org/entity/Q2323376	http://dbpedia.org/resource/St._Thomas_University_(Florida)	http://dbpedia.org/resource/St._Thomas_University_(Florida)	St. Thomas University
http://www.wikidata.org/entity/Q1430048	http://dbpedia.org/resource/Florida_A&M_University	http://dbpedia.org/resource/Florida_A&M_University	Florida A & M University
http://www.wikidata.org/entity/Q429863	http://dbpedia.org/resource/Florida_Atlantic_University	http://dbpedia.org/resource/Florida_Atlantic_University	Florida Atlantic University
http://www.wikidata.org/entity/Q5332879	http://dbpedia.org/resource/Eckerd_College	http://dbpedia.org/resource/Eckerd_College	Eckerd College
http://www.wikidata.org/entity/Q5461600	http://dbpedia.org/resource/Florida_Southern_College	http://dbpedia.org/resource/Florida_Southern_College	Florida Southern College
http://www.wikidata.org/entity/Q861548	http://dbpedia.org/resource/Florida_State_University	http://dbpedia.org/resource/Florida_State_University	Florida State University
http://www.wikidata.org/entity/Q2164222	http://dbpedia.org/resource/Rollins_College	http://dbpedia.org/resource/Rollins_College	Rollins College
http://www.wikidata.org/entity/Q2341039	http://dbpedia.org/resource/Stetson_University	http://dbpedia.org/resource/Stetson_University	Stetson University
http://www.wikidata.org/entity/Q501758	http://dbpedia.org/resource/University_of_Florida	http://dbpedia.org/resource/University_of_Florida	University of Florida
http://www.wikidata.org/entity/Q738258	http://dbpedia.org/resource/University_of_Miami	http://dbpedia.org/resource/University_of_Miami	University of Miami
http://www.wikidata.org/entity/Q500606	http://dbpedia.org/resource/University_of_South_Florida	http://dbpedia.org/resource/University_of_South_Florida	University of South Florida
http://www.wikidata.org/entity/Q751289	http://dbpedia.org/resource/University_of_Tampa	http://dbpedia.org/resource/University_of_Tampa	University of Tampa
http://www.wikidata.org/entity/Q659255	http://dbpedia.org/resource/University_of_West_Florida	http://dbpedia.org/resource/University_of_West_Florida	University of West Florida
http://www.wikidata.org/entity/Q7127976	http://dbpedia.org/resource/Palm_Beach_Atlantic_University	http://dbpedia.org/resource/Palm_Beach_Atlantic_University	Palm Beach Atlantic College
http://www.wikidata.org/entity/Q1473796	http://dbpedia.org/resource/University_of_North_Florida	http://dbpedia.org/resource/University_of_North_Florida	University of North Florida
http://www.wikidata.org/entity/Q2826926	http://dbpedia.org/resource/Agnes_Scott_College	http://dbpedia.org/resource/Agnes_Scott_College	Agnes Scott College
http://www.wikidata.org/entity/Q4709390	http://dbpedia.org/resource/Albany_State_University	http://dbpedia.org/resource/Albany_State_University	Albany State College
http://www.wikidata.org/entity/Q14432001	http://dbpedia.org/resource/Augusta_State_University	http://dbpedia.org/resource/Augusta_State_University	Augusta College
http://www.wikidata.org/entity/Q4894781	http://dbpedia.org/resource/Berry_College	http://dbpedia.org/resource/Berry_College	Berry College
http://www.wikidata.org/entity/Q5150026	http://dbpedia.org/resource/Columbus_College_of_Art_and_Design	http://dbpedia.org/resource/Columbus_College_of_Art_and_Design	Columbus College
http://www.wikidata.org/entity/Q621043	http://dbpedia.org/resource/Emory_University	http://dbpedia.org/resource/Emory_University	Emory University
http://www.wikidata.org/entity/Q5472214	http://dbpedia.org/resource/Fort_Valley_State_University	http://dbpedia.org/resource/Fort_Valley_State_University	Fort Valley State College
http://www.wikidata.org/entity/Q864855	http://dbpedia.org/resource/Georgia_Institute_of_Technology	http://dbpedia.org/resource/Georgia_Institute_of_Technology	Georgia Institute of Technology
http://www.wikidata.org/entity/Q624959	http://dbpedia.org/resource/Georgia_Southern_University	http://dbpedia.org/resource/Georgia_Southern_University	Georgia Southern University
http://www.wikidata.org/entity/Q1509333	http://dbpedia.org/resource/Georgia_State_University	http://dbpedia.org/resource/Georgia_State_University	Georgia State University
http://www.wikidata.org/entity/Q4400868	http://dbpedia.org/resource/Oglethorpe_University	http://dbpedia.org/resource/Oglethorpe_University	Oglethorpe University
http://www.wikidata.org/entity/Q7502154	http://dbpedia.org/resource/Shorter_University	http://dbpedia.org/resource/Shorter_University	Shorter College
http://www.wikidata.org/entity/Q761534	http://dbpedia.org/resource/University_of_Georgia	http://dbpedia.org/resource/University_of_Georgia	University of Georgia
http://www.wikidata.org/entity/Q2508061	http://dbpedia.org/resource/Valdosta_State_University	http://dbpedia.org/resource/Valdosta_State_University	Valdosta State University
http://www.wikidata.org/entity/Q2495945	http://dbpedia.org/resource/University_of_West_Georgia	http://dbpedia.org/resource/University_of_West_Georgia	West Georgia College
http://www.wikidata.org/entity/Q5547419	http://dbpedia.org/resource/Georgia_College_&_State_University	http://dbpedia.org/resource/Georgia_College_&_State_University	Georgia College
http://www.wikidata.org/entity/Q5178987	http://dbpedia.org/resource/Covenant_College	http://dbpedia.org/resource/Covenant_College	Covenant College
http://www.wikidata.org/entity/Q1171185	http://dbpedia.org/resource/University_of_Hawaii-West_Oahu	http://dbpedia.org/resource/University_of_Hawaii%E2%80%93West_Oahu	University of Hawaii-West Oahu
http://www.wikidata.org/entity/Q2150914	http://dbpedia.org/resource/University_of_Hawaii_at_Hilo	http://dbpedia.org/resource/University_of_Hawaii_at_Hilo	University of Hawaii at Hilo
http://www.wikidata.org/entity/Q4965764	http://dbpedia.org/resource/Briar_Cliff_University	http://dbpedia.org/resource/Briar_Cliff_University	Briar Cliff College
http://www.wikidata.org/entity/Q4985470	http://dbpedia.org/resource/Buena_Vista_University	http://dbpedia.org/resource/Buena_Vista_University	Buena Vista College
http://www.wikidata.org/entity/Q5060598	http://dbpedia.org/resource/Central_College_(Iowa)	http://dbpedia.org/resource/Central_College_(Iowa)	Central University of Iowa
http://www.wikidata.org/entity/Q5127510	http://dbpedia.org/resource/Clarke_University	http://dbpedia.org/resource/Clarke_University	Clarke College
http://www.wikidata.org/entity/Q5140489	http://dbpedia.org/resource/Coe_College	http://dbpedia.org/resource/Coe_College	Coe College
http://www.wikidata.org/entity/Q5171517	http://dbpedia.org/resource/Cornell_College	http://dbpedia.org/resource/Cornell_College	Cornell College
http://www.wikidata.org/entity/Q3112939	http://dbpedia.org/resource/Dordt_College	http://dbpedia.org/resource/Dordt_College	Dordt College
http://www.wikidata.org/entity/Q5305629	http://dbpedia.org/resource/Drake_University	http://dbpedia.org/resource/Drake_University	Drake University
http://www.wikidata.org/entity/Q3113029	http://dbpedia.org/resource/Graceland_University	http://dbpedia.org/resource/Graceland_University	Graceland College
http://www.wikidata.org/entity/Q5595242	http://dbpedia.org/resource/Grand_View_University	http://dbpedia.org/resource/Grand_View_University	Grand View College
http://www.wikidata.org/entity/Q2982991	http://dbpedia.org/resource/Grinnell_College	http://dbpedia.org/resource/Grinnell_College	Grinnell College
http://www.wikidata.org/entity/Q1136919	http://dbpedia.org/resource/Iowa_State_University	http://dbpedia.org/resource/Iowa_State_University	Iowa State University
http://www.wikidata.org/entity/Q6678799	http://dbpedia.org/resource/Loras_College	http://dbpedia.org/resource/Loras_College	Loras College
http://www.wikidata.org/entity/Q6705538	http://dbpedia.org/resource/Luther_College_(Iowa)	http://dbpedia.org/resource/Luther_College_(Iowa)	Luther College
http://www.wikidata.org/entity/Q6912982	http://dbpedia.org/resource/Morningside_College	http://dbpedia.org/resource/Morningside_College	Morningside College
http://www.wikidata.org/entity/Q6922160	http://dbpedia.org/resource/Mount_Mercy_College,_Cork	http://dbpedia.org/resource/Mount_Mercy_College,_Cork	Mount Mercy College
http://www.wikidata.org/entity/Q4805015	http://dbpedia.org/resource/Ashford_University	http://dbpedia.org/resource/Ashford_University	Mount St. Clare College
http://www.wikidata.org/entity/Q7060296	http://dbpedia.org/resource/University_of_Northwestern_-_St._Paul	http://dbpedia.org/resource/Northwestern_College_(Minnesota)	Northwestern College
http://www.wikidata.org/entity/Q7521073	http://dbpedia.org/resource/Simpson_College	http://dbpedia.org/resource/Simpson_College	Simpson College
http://www.wikidata.org/entity/Q1669453	http://dbpedia.org/resource/St._Ambrose_University	http://dbpedia.org/resource/Saint_Ambrose_University	St. Ambrose University
http://www.wikidata.org/entity/Q1781094	http://dbpedia.org/resource/University_of_Northern_Iowa	http://dbpedia.org/resource/University_of_Northern_Iowa	University of Northern Iowa
http://www.wikidata.org/entity/Q910669	http://dbpedia.org/resource/University_of_Dubuque	http://dbpedia.org/resource/University_of_Dubuque	University of Dubuque
http://www.wikidata.org/entity/Q182973	http://dbpedia.org/resource/University_of_Iowa	http://dbpedia.org/resource/University_of_Iowa	University of Iowa
http://www.wikidata.org/entity/Q7898705	http://dbpedia.org/resource/Upper_Iowa_University	http://dbpedia.org/resource/Upper_Iowa_University	Upper Iowa University
http://www.wikidata.org/entity/Q7971008	http://dbpedia.org/resource/Wartburg_College	http://dbpedia.org/resource/Wartburg_College	Wartburg College
