Wikidata_URI	DBpedia15_URI	DBpedia16_URI
http://www.wikidata.org/entity/Q5189484	http://dbpedia.org/resource/Crown_and_Treaty_(album)	http://dbpedia.org/resource/Crown_and_Treaty_(album)
http://www.wikidata.org/entity/Q1951071	http://dbpedia.org/resource/Dear_Science	http://dbpedia.org/resource/Dear_Science
http://www.wikidata.org/entity/Q5265357	http://dbpedia.org/resource/Destroyer's_Rubies	http://dbpedia.org/resource/Destroyer's_Rubies
http://www.wikidata.org/entity/Q1753919	http://dbpedia.org/resource/For_Emma,_Forever_Ago	http://dbpedia.org/resource/For_Emma,_Forever_Ago
http://www.wikidata.org/entity/Q1755707	http://dbpedia.org/resource/From_a_Basement_on_the_Hill	http://dbpedia.org/resource/From_a_Basement_on_the_Hill
http://www.wikidata.org/entity/Q5958300	http://dbpedia.org/resource/Hypermagic_Mountain	http://dbpedia.org/resource/Hypermagic_Mountain
http://www.wikidata.org/entity/Q1768257	http://dbpedia.org/resource/I_Am_a_Bird_Now	http://dbpedia.org/resource/I_Am_a_Bird_Now
http://www.wikidata.org/entity/Q223295	http://dbpedia.org/resource/In_Rainbows	http://dbpedia.org/resource/In_Rainbows
http://www.wikidata.org/entity/Q16849564	http://dbpedia.org/resource/Invisible_Cinema	http://dbpedia.org/resource/Invisible_Cinema
http://www.wikidata.org/entity/Q6407222	http://dbpedia.org/resource/Kill_the_Moonlight	http://dbpedia.org/resource/Kill_the_Moonlight
http://www.wikidata.org/entity/Q1945029	http://dbpedia.org/resource/Monoliths_&_Dimensions	http://dbpedia.org/resource/Monoliths_&_Dimensions
http://www.wikidata.org/entity/Q613722	http://dbpedia.org/resource/Only_Built_4_Cuban_Linx..._Pt._II	http://dbpedia.org/resource/Only_Built_4_Cuban_Linx..._Pt._II
http://www.wikidata.org/entity/Q1247181	http://dbpedia.org/resource/Rejoicing_in_the_Hands	http://dbpedia.org/resource/Rejoicing_in_the_Hands
http://www.wikidata.org/entity/Q1950649	http://dbpedia.org/resource/Return_to_Cookie_Mountain	http://dbpedia.org/resource/Return_to_Cookie_Mountain
http://www.wikidata.org/entity/Q1049357	http://dbpedia.org/resource/Stories_from_the_City,_Stories_from_the_Sea	http://dbpedia.org/resource/Stories_from_the_City,_Stories_from_the_Sea
http://www.wikidata.org/entity/Q9081325	http://dbpedia.org/resource/Ta_det_lugnt	http://dbpedia.org/resource/Ta_det_lugnt
http://www.wikidata.org/entity/Q1088473	http://dbpedia.org/resource/The_Blueprint	http://dbpedia.org/resource/The_Blueprint
http://www.wikidata.org/entity/Q338947	http://dbpedia.org/resource/Undun	http://dbpedia.org/resource/Undun
http://www.wikidata.org/entity/Q375207	http://dbpedia.org/resource/Vespertine	http://dbpedia.org/resource/Vespertine
http://www.wikidata.org/entity/Q7993333	http://dbpedia.org/resource/Where_Shall_You_Take_Me?	http://dbpedia.org/resource/Where_Shall_You_Take_Me%3F
http://www.wikidata.org/entity/Q4699041	http://dbpedia.org/resource/Airtight's_Revenge	http://dbpedia.org/resource/Airtight's_Revenge
http://www.wikidata.org/entity/Q3641169	http://dbpedia.org/resource/Blue_Record	http://dbpedia.org/resource/Blue_Record
http://www.wikidata.org/entity/Q5057895	http://dbpedia.org/resource/Celestial_Lineage	http://dbpedia.org/resource/Celestial_Lineage
http://www.wikidata.org/entity/Q5098347	http://dbpedia.org/resource/Children_Running_Through	http://dbpedia.org/resource/Children_Running_Through
http://www.wikidata.org/entity/Q5142285	http://dbpedia.org/resource/Cold_House	http://dbpedia.org/resource/Cold_House
http://www.wikidata.org/entity/Q5160563	http://dbpedia.org/resource/Congotronics	http://dbpedia.org/resource/Congotronics
http://www.wikidata.org/entity/Q5249612	http://dbpedia.org/resource/Decoration_Day_(album)	http://dbpedia.org/resource/Decoration_Day_(album)
http://www.wikidata.org/entity/Q195252	http://dbpedia.org/resource/Dig,_Lazarus,_Dig!!!	http://dbpedia.org/resource/Dig,_Lazarus,_Dig!!!
http://www.wikidata.org/entity/Q5438656	http://dbpedia.org/resource/Favourite_Colours	http://dbpedia.org/resource/Favourite_Colours
http://www.wikidata.org/entity/Q2340936	http://dbpedia.org/resource/Fleet_Foxes_(EP)	http://dbpedia.org/resource/Fleet_Foxes_(EP)
http://www.wikidata.org/entity/Q2795556	http://dbpedia.org/resource/Franz_Ferdinand_(DVD)	http://dbpedia.org/resource/Franz_Ferdinand_(DVD)
http://www.wikidata.org/entity/Q5517758	http://dbpedia.org/resource/Gala_Mill	http://dbpedia.org/resource/Gala_Mill
http://www.wikidata.org/entity/Q5914723	http://dbpedia.org/resource/House_of_Balloons	http://dbpedia.org/resource/House_of_Balloons
http://www.wikidata.org/entity/Q570171	http://dbpedia.org/resource/Leaves_Turn_Inside_You	http://dbpedia.org/resource/Leaves_Turn_Inside_You
http://www.wikidata.org/entity/Q6532576	http://dbpedia.org/resource/Let's_Stay_Friends	http://dbpedia.org/resource/Let's_Stay_Friends
http://www.wikidata.org/entity/Q3281855	http://dbpedia.org/resource/Mass_Romantic	http://dbpedia.org/resource/Mass_Romantic
http://www.wikidata.org/entity/Q1630983	http://dbpedia.org/resource/Neon_Bible	http://dbpedia.org/resource/Neon_Bible
http://www.wikidata.org/entity/Q16959433	http://dbpedia.org/resource/Now,_More_Than_Ever	http://dbpedia.org/resource/Now,_More_Than_Ever
http://www.wikidata.org/entity/Q7170443	http://dbpedia.org/resource/Person_Pitch	http://dbpedia.org/resource/Person_Pitch
http://www.wikidata.org/entity/Q513562	http://dbpedia.org/resource/Phrenology_(album)	http://dbpedia.org/resource/Phrenology_(album)
http://www.wikidata.org/entity/Q1759293	http://dbpedia.org/resource/Seven_Swans	http://dbpedia.org/resource/Seven_Swans
http://www.wikidata.org/entity/Q7514608	http://dbpedia.org/resource/Silent_Movies	http://dbpedia.org/resource/Silent_Movies
http://www.wikidata.org/entity/Q7577902	http://dbpedia.org/resource/Spirit_Moves	http://dbpedia.org/resource/Spirit_Moves
http://www.wikidata.org/entity/Q3008461	http://dbpedia.org/resource/Stumble_into_Grace	http://dbpedia.org/resource/Stumble_into_Grace
http://www.wikidata.org/entity/Q2261093	http://dbpedia.org/resource/The_Argument	http://dbpedia.org/resource/The_Argument
http://www.wikidata.org/entity/Q747526	http://dbpedia.org/resource/The_College_Dropout	http://dbpedia.org/resource/The_College_Dropout
http://www.wikidata.org/entity/Q3986457	http://dbpedia.org/resource/The_Creek_Drank_the_Cradle	http://dbpedia.org/resource/The_Creek_Drank_the_Cradle
http://www.wikidata.org/entity/Q16835332	http://dbpedia.org/resource/The_Dirty_South_(album)	http://dbpedia.org/resource/The_Dirty_South_(album)
http://www.wikidata.org/entity/Q1575638	http://dbpedia.org/resource/The_Suburbs_(album)	http://dbpedia.org/resource/The_Suburbs_(album)
http://www.wikidata.org/entity/Q7769785	http://dbpedia.org/resource/The_Town_and_the_City_(album)	http://dbpedia.org/resource/The_Town_and_the_City_(album)
http://www.wikidata.org/entity/Q7775626	http://dbpedia.org/resource/The_Wonder_Years_(9th_Wonder_album)	http://dbpedia.org/resource/The_Wonder_Years_(9th_Wonder_album)
http://www.wikidata.org/entity/Q1117795	http://dbpedia.org/resource/Things_We_Lost_in_the_Fire_(album)	http://dbpedia.org/resource/Things_We_Lost_in_the_Fire_(album)
http://www.wikidata.org/entity/Q8036516	http://dbpedia.org/resource/World_Without_Tears	http://dbpedia.org/resource/World_Without_Tears
http://www.wikidata.org/entity/Q1091995	http://dbpedia.org/resource/Yankee_Hotel_Foxtrot	http://dbpedia.org/resource/Yankee_Hotel_Foxtrot
http://www.wikidata.org/entity/Q3282111	http://dbpedia.org/resource/45:33	http://dbpedia.org/resource/45:33
http://www.wikidata.org/entity/Q4728808	http://dbpedia.org/resource/All_Hands_on_the_Bad_One	http://dbpedia.org/resource/All_Hands_on_the_Bad_One
http://www.wikidata.org/entity/Q4825887	http://dbpedia.org/resource/Authenticity_(Foreign_Exchange_album)	http://dbpedia.org/resource/Authenticity_(Foreign_Exchange_album)
http://www.wikidata.org/entity/Q4877853	http://dbpedia.org/resource/Beautifully_Human:_Words_and_Sounds_Vol._2	http://dbpedia.org/resource/Beautifully_Human:_Words_and_Sounds_Vol._2
http://www.wikidata.org/entity/Q2080861	http://dbpedia.org/resource/Black_Sheep_Boy	http://dbpedia.org/resource/Black_Sheep_Boy
http://www.wikidata.org/entity/Q4930457	http://dbpedia.org/resource/Blues_Dream	http://dbpedia.org/resource/Blues_Dream
http://www.wikidata.org/entity/Q890076	http://dbpedia.org/resource/Body_Talk_Pt._1	http://dbpedia.org/resource/Body_Talk_Pt._1
http://www.wikidata.org/entity/Q2636653	http://dbpedia.org/resource/Bon_Iver,_Bon_Iver	http://dbpedia.org/resource/Bon_Iver,_Bon_Iver
http://www.wikidata.org/entity/Q2324193	http://dbpedia.org/resource/Bowie_at_the_Beeb	http://dbpedia.org/resource/Bowie_at_the_Beeb
http://www.wikidata.org/entity/Q2467268	http://dbpedia.org/resource/Boxer_(album)	http://dbpedia.org/resource/Boxer_(album)
http://www.wikidata.org/entity/Q3684347	http://dbpedia.org/resource/Comicopera	http://dbpedia.org/resource/Comicopera
http://www.wikidata.org/entity/Q5174328	http://dbpedia.org/resource/Cosmogramma	http://dbpedia.org/resource/Cosmogramma
http://www.wikidata.org/entity/Q5232500	http://dbpedia.org/resource/David_Comes_to_Life	http://dbpedia.org/resource/David_Comes_to_Life
http://www.wikidata.org/entity/Q3504463	http://dbpedia.org/resource/Dead_Cities,_Red_Seas_&_Lost_Ghosts	http://dbpedia.org/resource/Dead_Cities,_Red_Seas_&_Lost_Ghosts
http://www.wikidata.org/entity/Q5279636	http://dbpedia.org/resource/Diotima_(album)	http://dbpedia.org/resource/Diotima_(album)
http://www.wikidata.org/entity/Q5374689	http://dbpedia.org/resource/Empros	http://dbpedia.org/resource/Empros
http://www.wikidata.org/entity/Q5401893	http://dbpedia.org/resource/Estudando_o_Pagode	http://dbpedia.org/resource/Estudando_o_Pagode
http://www.wikidata.org/entity/Q924593	http://dbpedia.org/resource/Feast_of_Wire	http://dbpedia.org/resource/Feast_of_Wire
http://www.wikidata.org/entity/Q3311608	http://dbpedia.org/resource/Halcyon_Digest	http://dbpedia.org/resource/Halcyon_Digest
http://www.wikidata.org/entity/Q2412520	http://dbpedia.org/resource/Harps_and_Angels	http://dbpedia.org/resource/Harps_and_Angels
http://www.wikidata.org/entity/Q989857	http://dbpedia.org/resource/How_I_Got_Over_(album)	http://dbpedia.org/resource/How_I_Got_Over_(album)
	http://dbpedia.org/resource/Jj_n°_2	http://dbpedia.org/resource/Jj_n%C2%B0_2
http://www.wikidata.org/entity/Q3203061	http://dbpedia.org/resource/L'Enfant_Sauvage_(album)	http://dbpedia.org/resource/L'Enfant_Sauvage_(album)
http://www.wikidata.org/entity/Q2660587	http://dbpedia.org/resource/LCD_Soundsystem_(album)	http://dbpedia.org/resource/LCD_Soundsystem_(album)
http://www.wikidata.org/entity/Q734093	http://dbpedia.org/resource/Let_England_Shake	http://dbpedia.org/resource/Let_England_Shake
http://www.wikidata.org/entity/Q3494496	http://dbpedia.org/resource/Locked_Down_(album)	http://dbpedia.org/resource/Locked_Down_(album)
http://www.wikidata.org/entity/Q1756984	http://dbpedia.org/resource/Midlife:_A_Beginner's_Guide_to_Blur	http://dbpedia.org/resource/Midlife:_A_Beginner's_Guide_to_Blur
http://www.wikidata.org/entity/Q931790	http://dbpedia.org/resource/Minimum-Maximum	http://dbpedia.org/resource/Minimum-Maximum
http://www.wikidata.org/entity/Q539555	http://dbpedia.org/resource/Mirrored	http://dbpedia.org/resource/Mirrored
http://www.wikidata.org/entity/Q2248294	http://dbpedia.org/resource/No_Said_Date	http://dbpedia.org/resource/No_Said_Date
http://www.wikidata.org/entity/Q7296355	http://dbpedia.org/resource/Ravedeath,_1972	http://dbpedia.org/resource/Ravedeath,_1972
http://www.wikidata.org/entity/Q859017	http://dbpedia.org/resource/Rings_Around_the_World	http://dbpedia.org/resource/Rings_Around_the_World
http://www.wikidata.org/entity/Q3284281	http://dbpedia.org/resource/Robyn_(album)	http://dbpedia.org/resource/Robyn_(album)
http://www.wikidata.org/entity/Q7445776	http://dbpedia.org/resource/Seek_Magic	http://dbpedia.org/resource/Seek_Magic
http://www.wikidata.org/entity/Q7451810	http://dbpedia.org/resource/Separation_Sunday	http://dbpedia.org/resource/Separation_Sunday
http://www.wikidata.org/entity/Q2548222	http://dbpedia.org/resource/Sound_of_Silver	http://dbpedia.org/resource/Sound_of_Silver
http://www.wikidata.org/entity/Q1290508	http://dbpedia.org/resource/Southern_Rock_Opera	http://dbpedia.org/resource/Southern_Rock_Opera
http://www.wikidata.org/entity/Q3492589	http://dbpedia.org/resource/Space_Is_Only_Noise	http://dbpedia.org/resource/Space_Is_Only_Noise
http://www.wikidata.org/entity/Q7619021	http://dbpedia.org/resource/Stone_Rollin'	http://dbpedia.org/resource/Stone_Rollin'
http://www.wikidata.org/entity/Q7727531	http://dbpedia.org/resource/The_Convincer	http://dbpedia.org/resource/The_Convincer
http://www.wikidata.org/entity/Q7729521	http://dbpedia.org/resource/The_Decline_of_British_Sea_Power	http://dbpedia.org/resource/The_Decline_of_British_Sea_Power
http://www.wikidata.org/entity/Q2700379	http://dbpedia.org/resource/The_Earth_Is_Not_a_Cold_Dead_Place	http://dbpedia.org/resource/The_Earth_Is_Not_a_Cold_Dead_Place
http://www.wikidata.org/entity/Q1146154	http://dbpedia.org/resource/The_Futureheads_(album)	http://dbpedia.org/resource/The_Futureheads_(album)
http://www.wikidata.org/entity/Q7742263	http://dbpedia.org/resource/The_Intercontinentals	http://dbpedia.org/resource/The_Intercontinentals
http://www.wikidata.org/entity/Q3521567	http://dbpedia.org/resource/The_Lemon_of_Pink	http://dbpedia.org/resource/The_Lemon_of_Pink
http://www.wikidata.org/entity/Q3990935	http://dbpedia.org/resource/Thunder,_Lightning,_Strike	http://dbpedia.org/resource/Thunder,_Lightning,_Strike
http://www.wikidata.org/entity/Q1321150	http://dbpedia.org/resource/Time_(The_Revelator)	http://dbpedia.org/resource/Time_(The_Revelator)
http://www.wikidata.org/entity/Q3537408	http://dbpedia.org/resource/Transcendental_Blues	http://dbpedia.org/resource/Transcendental_Blues
http://www.wikidata.org/entity/Q2557460	http://dbpedia.org/resource/Welcome_Interstate_Managers	http://dbpedia.org/resource/Welcome_Interstate_Managers
http://www.wikidata.org/entity/Q3567141	http://dbpedia.org/resource/Welcome_to_Mali	http://dbpedia.org/resource/Welcome_to_Mali
http://www.wikidata.org/entity/Q289539	http://dbpedia.org/resource/White_Blood_Cells_(album)	http://dbpedia.org/resource/White_Blood_Cells_(album)
http://www.wikidata.org/entity/Q1951529	http://dbpedia.org/resource/Whokill	http://dbpedia.org/resource/Whokill
http://www.wikidata.org/entity/Q6450665	http://dbpedia.org/resource/You_Forgot_It_in_People	http://dbpedia.org/resource/You_Forgot_It_in_People
http://www.wikidata.org/entity/Q4023053	http://dbpedia.org/resource/Young_Man_in_America	http://dbpedia.org/resource/Young_Man_in_America
http://www.wikidata.org/entity/Q241444	http://dbpedia.org/resource/50_Words_for_Snow	http://dbpedia.org/resource/50_Words_for_Snow
http://www.wikidata.org/entity/Q3616243	http://dbpedia.org/resource/Andrew_Bird_&_the_Mysterious_Production_of_Eggs	http://dbpedia.org/resource/Andrew_Bird_&_the_Mysterious_Production_of_Eggs
http://www.wikidata.org/entity/Q4827503	http://dbpedia.org/resource/Avalanche_United	http://dbpedia.org/resource/Avalanche_United
http://www.wikidata.org/entity/Q4835841	http://dbpedia.org/resource/BLACKsummers'night	http://dbpedia.org/resource/BLACKsummers'night
http://www.wikidata.org/entity/Q4918958	http://dbpedia.org/resource/Bitte_Orca	http://dbpedia.org/resource/Bitte_Orca
http://www.wikidata.org/entity/Q2906640	http://dbpedia.org/resource/Blinking_Lights_and_Other_Revelations	http://dbpedia.org/resource/Blinking_Lights_and_Other_Revelations
http://www.wikidata.org/entity/Q4952712	http://dbpedia.org/resource/Boys_and_Girls_in_America	http://dbpedia.org/resource/Boys_and_Girls_in_America
http://www.wikidata.org/entity/Q3696754	http://dbpedia.org/resource/Crazy_Ex-Girlfriend	http://dbpedia.org/resource/Crazy_Ex-Girlfriend
http://www.wikidata.org/entity/Q5244802	http://dbpedia.org/resource/De_Vermis_Mysteriis_(album)	http://dbpedia.org/resource/De_Vermis_Mysteriis_(album)
http://www.wikidata.org/entity/Q2256245	http://dbpedia.org/resource/Don't_Give_Up_on_Me	http://dbpedia.org/resource/Don't_Give_Up_on_Me
http://www.wikidata.org/entity/Q3282689	http://dbpedia.org/resource/Emeritus_(album)	http://dbpedia.org/resource/Emeritus_(album)
http://www.wikidata.org/entity/Q3726267	http://dbpedia.org/resource/Enter_the_Vaselines	http://dbpedia.org/resource/Enter_the_Vaselines
http://www.wikidata.org/entity/Q567955	http://dbpedia.org/resource/Fever_to_Tell	http://dbpedia.org/resource/Fever_to_Tell
http://www.wikidata.org/entity/Q5466747	http://dbpedia.org/resource/For_Hero:_For_Fool	http://dbpedia.org/resource/For_Hero:_For_Fool
http://www.wikidata.org/entity/Q5476657	http://dbpedia.org/resource/Fox_Confessor_Brings_the_Flood	http://dbpedia.org/resource/Fox_Confessor_Brings_the_Flood
http://www.wikidata.org/entity/Q5564619	http://dbpedia.org/resource/Girls_Can_Tell	http://dbpedia.org/resource/Girls_Can_Tell
http://www.wikidata.org/entity/Q5601004	http://dbpedia.org/resource/Greatest_Hits:_The_Evidence	http://dbpedia.org/resource/Greatest_Hits:_The_Evidence
http://www.wikidata.org/entity/Q274963	http://dbpedia.org/resource/Hail_to_the_Thief	http://dbpedia.org/resource/Hail_to_the_Thief
http://www.wikidata.org/entity/Q1584335	http://dbpedia.org/resource/Happy_Songs_for_Happy_People	http://dbpedia.org/resource/Happy_Songs_for_Happy_People
http://www.wikidata.org/entity/Q1944292	http://dbpedia.org/resource/Have_One_on_Me	http://dbpedia.org/resource/Have_One_on_Me
http://www.wikidata.org/entity/Q1294742	http://dbpedia.org/resource/Helplessness_Blues	http://dbpedia.org/resource/Helplessness_Blues
http://www.wikidata.org/entity/Q370764	http://dbpedia.org/resource/High_Violet	http://dbpedia.org/resource/High_Violet
http://www.wikidata.org/entity/Q1536631	http://dbpedia.org/resource/I'm_Wide_Awake,_It's_Morning	http://dbpedia.org/resource/I'm_Wide_Awake,_It's_Morning
http://www.wikidata.org/entity/Q3311675	http://dbpedia.org/resource/I_Am_Not_Afraid_of_You_and_I_Will_Beat_Your_Ass	http://dbpedia.org/resource/I_Am_Not_Afraid_of_You_and_I_Will_Beat_Your_Ass
http://www.wikidata.org/entity/Q6163920	http://dbpedia.org/resource/Jasper_County_(album)	http://dbpedia.org/resource/Jasper_County_(album)
http://www.wikidata.org/entity/Q1709824	http://dbpedia.org/resource/Journal_for_Plague_Lovers	http://dbpedia.org/resource/Journal_for_Plague_Lovers
http://www.wikidata.org/entity/Q6416493	http://dbpedia.org/resource/Kish_Kash	http://dbpedia.org/resource/Kish_Kash
http://www.wikidata.org/entity/Q1130097	http://dbpedia.org/resource/Late_Registration	http://dbpedia.org/resource/Late_Registration
http://www.wikidata.org/entity/Q4042654	http://dbpedia.org/resource/Laulu_Laakson_Kukista	http://dbpedia.org/resource/Laulu_Laakson_Kukista
http://www.wikidata.org/entity/Q6544592	http://dbpedia.org/resource/Life..._The_Best_Game_in_Town	http://dbpedia.org/resource/Life..._The_Best_Game_in_Town
http://www.wikidata.org/entity/Q6675204	http://dbpedia.org/resource/Lookaftering	http://dbpedia.org/resource/Lookaftering
http://www.wikidata.org/entity/Q462427	http://dbpedia.org/resource/Mezmerize_(album)	http://dbpedia.org/resource/Mezmerize_(album)
http://www.wikidata.org/entity/Q590137	http://dbpedia.org/resource/Murs_3:16:_The_9th_Edition	http://dbpedia.org/resource/Murs_3:16:_The_9th_Edition
http://www.wikidata.org/entity/Q7005666	http://dbpedia.org/resource/New_Brigade	http://dbpedia.org/resource/New_Brigade
http://www.wikidata.org/entity/Q7076232	http://dbpedia.org/resource/Oceans_Apart	http://dbpedia.org/resource/Oceans_Apart
http://www.wikidata.org/entity/Q392687	http://dbpedia.org/resource/Old_Ideas	http://dbpedia.org/resource/Old_Ideas
http://www.wikidata.org/entity/Q7092476	http://dbpedia.org/resource/One_Beat	http://dbpedia.org/resource/One_Beat
http://www.wikidata.org/entity/Q3021284	http://dbpedia.org/resource/Party_Music	http://dbpedia.org/resource/Party_Music
http://www.wikidata.org/entity/Q3372870	http://dbpedia.org/resource/Pause_(album)	http://dbpedia.org/resource/Pause_(album)
